CustomerID,CustomerName,City,Region,OrderID,OrderDate,ProductID,ProductName,Category,Quantity,Sales,Discount,Profit
10046,Diya,Delhi,North,90046,17-03-2024,5046,Laptop,Electronics,2,22138.9,3953.1,10359.94
10047,Aarav,Mumbai,East,90047,02-09-2024,5047,Office Chair,Furniture,8,10854.2,1259.65,7061.26
10048,Meera,Mumbai,South,90048,11-02-2025,5048,Desk,Furniture,1,49171.66,3422.68,26986.08
10049,Kavya,Pune,South,90049,03-11-2024,5049,Desk,Furniture,9,27207.17,391.19,10605.3
10050,Meera,Pune,West,90050,17-11-2024,5050,Desk,Furniture,2,25099.35,2448.45,20101.23
10051,Meera,Chennai,South,90051,08-11-2024,5051,Desk,Furniture,2,25072.36,2697.05,12089.98
10052,Vihaan,Chennai,West,90052,05-12-2024,5052,Mobile,Electronics,2,11042.27,1589.1,4758.35
10053,Arjun,Delhi,East,90053,01-05-2024,5053,Notebook,Stationery,4,41882.94,7953.64,27532.71
10054,Rohan,Bangalore,North,90054,04-09-2024,5054,Notebook,Stationery,1,869.96,163.08,599.56
10055,Meera,Delhi,West,90055,25-07-2024,5055,Mobile,Electronics,1,14860.69,1674.67,6122.92
10056,Kavya,Pune,East,90056,21-01-2025,5056,Laptop,Electronics,8,40420.5,7024.85,28210.87
10057,Ananya,Mumbai,North,90057,11-07-2024,5057,Laptop,Electronics,8,13257.35,1385.64,5328.2
10058,Rohan,Pune,North,90058,05-01-2025,5058,Laptop,Electronics,1,49255.25,8772.14,21178.38
10059,Kavya,Chennai,East,90059,05-03-2024,5059,Printer,Electronics,10,37851.3,3466.69,23369.15
10060,Ananya,Hyderabad,South,90060,04-03-2024,5060,Desk,Furniture,2,38974.22,5551.82,24850.87
10061,Vihaan,Pune,South,90061,21-06-2024,5061,Laptop,Electronics,8,35622.21,891.97,18994.01
10062,Diya,Bangalore,East,90062,14-06-2024,5062,Desk,Furniture,10,6749.04,276.24,4933.92
10063,Kavya,Pune,East,90063,30-03-2024,5063,Desk,Furniture,7,10292.91,742.77,5762.67
10064,Ananya,Hyderabad,North,90064,20-07-2024,5064,Mobile,Electronics,5,21436.94,914.95,13298.77
10065,Aarav,Mumbai,West,90065,08-08-2024,5065,Desk,Furniture,2,40552.69,2504.56,18591.49
10066,Vihaan,Mumbai,East,90066,29-10-2024,5066,Printer,Electronics,7,4122.67,217.98,1810.29
10067,Kavya,Mumbai,North,90067,19-07-2024,5067,Office Chair,Furniture,4,10454.02,1583.65,8250.63
10068,Arjun,Bangalore,North,90068,07-01-2025,5068,Printer,Electronics,4,49231.33,7769.42,34674.55
10069,Diya,Pune,South,90069,13-07-2024,5069,Mobile,Electronics,8,43940.46,1532.03,37855.87
10070,Ananya,Hyderabad,West,90070,04-03-2024,5070,Notebook,Stationery,2,45972.73,4229.29,40515.83
10071,Aarav,Chennai,East,90071,20-11-2024,5071,Desk,Furniture,5,32929.53,2582.32,17975.67
10072,Arjun,Pune,North,90072,03-04-2024,5072,Notebook,Stationery,2,6744.44,1269.65,4151.29
10073,Meera,Hyderabad,North,90073,15-05-2024,5073,Laptop,Electronics,2,9312.26,98.4,5775.78
10074,Ananya,Delhi,West,90074,04-11-2024,5074,Desk,Furniture,4,23214.23,399.86,20225.02
10075,Diya,Bangalore,East,90075,15-07-2024,5075,Office Chair,Furniture,5,39051.09,1400.33,27478.58
10076,Diya,Hyderabad,North,90076,11-10-2024,5076,Desk,Furniture,8,7666.01,1064.62,2223.72
10077,Meera,Chennai,West,90077,14-09-2024,5077,Desk,Furniture,3,7799.78,557.5,3313.16
10078,Diya,Hyderabad,North,90078,18-06-2024,5078,Printer,Electronics,5,34894.41,1386.05,33366.67
10079,Meera,Chennai,South,90079,14-06-2024,5079,Mobile,Electronics,10,9948.63,397.44,4638.28
10080,Arjun,Delhi,South,90080,12-06-2024,5080,Desk,Furniture,9,19413.69,156.24,12647.22
10081,Rohan,Delhi,East,90081,24-07-2024,5081,Desk,Furniture,1,21213.75,2409.49,13344.17
10082,Rohan,Mumbai,North,90082,07-02-2024,5082,Desk,Furniture,3,33081.97,5507.27,25078.92
10083,Vihaan,Delhi,South,90083,14-10-2024,5083,Laptop,Electronics,1,22451.75,928.37,11380.25
10084,Rohan,Delhi,North,90084,15-08-2024,5084,Notebook,Stationery,9,42499.71,4799.51,18305.26
10085,Aarav,Pune,North,90085,20-04-2024,5085,Mobile,Electronics,2,27725.43,4853.37,21750.42
10086,Diya,Pune,North,90086,03-06-2024,5086,Notebook,Stationery,8,12134.38,316.34,10243.33
10087,Diya,Mumbai,North,90087,07-05-2024,5087,Desk,Furniture,5,20021.79,1613.27,6881.22
10088,Diya,Hyderabad,East,90088,02-08-2024,5088,Mobile,Electronics,1,7888.04,40.66,5705.88
10089,Ananya,Bangalore,North,90089,08-12-2024,5089,Office Chair,Furniture,3,44078.87,8312.11,27105.1
10090,Diya,Bangalore,East,90090,26-03-2024,5090,Desk,Furniture,6,8202.06,804.6,2562.1
10091,Kavya,Pune,West,90091,03-01-2025,5091,Mobile,Electronics,6,3861.74,7.29,3544.18
10092,Arjun,Mumbai,West,90092,27-11-2024,5092,Office Chair,Furniture,2,1099.19,107.99,618.05
10093,Kavya,Hyderabad,East,90093,23-07-2024,5093,Notebook,Stationery,6,31499.74,2682.13,12270.6
10094,Diya,Mumbai,South,90094,27-10-2024,5094,Office Chair,Furniture,1,49375.9,6748.22,32831.54
10095,Kavya,Pune,North,90095,09-05-2024,5095,Mobile,Electronics,4,42941.56,2543.27,30663.27
10096,Ananya,Mumbai,West,90096,18-11-2024,5096,Printer,Electronics,9,15275.08,1552.55,7571.69
10097,Ananya,Hyderabad,South,90097,18-04-2024,5097,Office Chair,Furniture,9,11726.24,605.13,6938.16
10098,Rohan,Hyderabad,East,90098,06-01-2025,5098,Notebook,Stationery,2,32218.95,3696.88,10136.78
10099,Kavya,Bangalore,South,90099,02-02-2024,5099,Desk,Furniture,6,32086.83,6090.89,7192.11
10100,Ananya,Bangalore,West,90100,12-08-2024,5100,Laptop,Electronics,2,13414.34,2027.47,4259.03
10101,Ananya,Mumbai,East,90101,22-04-2024,5101,Laptop,Electronics,9,13634,615.45,8190.36
10102,Aarav,Bangalore,West,90102,08-03-2024,5102,Notebook,Stationery,7,24566.73,1508.2,14004.64
10103,Kavya,Hyderabad,East,90103,23-12-2024,5103,Office Chair,Furniture,4,14101.56,754.07,8868.16
10104,Rohan,Pune,West,90104,07-04-2024,5104,Office Chair,Furniture,8,1173.94,62.31,704.08
10105,Kavya,Mumbai,North,90105,03-09-2024,5105,Desk,Furniture,3,12704.28,268.57,12219.99
10106,Arjun,Pune,East,90106,31-05-2024,5106,Notebook,Stationery,6,9113.26,1068.06,7702.07
10107,Rohan,Chennai,South,90107,23-03-2024,5107,Office Chair,Furniture,6,23460.7,1151.72,13001.52
10108,Aarav,Delhi,North,90108,18-04-2024,5108,Mobile,Electronics,9,9913.75,299.27,6879.34
10109,Arjun,Chennai,East,90109,22-11-2024,5109,Notebook,Stationery,9,49049.27,4184.09,15670.5
10110,Meera,Pune,North,90110,09-07-2024,5110,Desk,Furniture,10,45709.34,2712.71,30656.75
10111,Aarav,Pune,North,90111,26-11-2024,5111,Mobile,Electronics,6,18365.47,2201.5,5746.43
10112,Diya,Hyderabad,North,90112,12-12-2024,5112,Laptop,Electronics,6,30314.16,4001.86,11345.25
10113,Meera,Hyderabad,South,90113,11-03-2024,5113,Mobile,Electronics,1,40460.49,4559.79,29576.65
10114,Rohan,Mumbai,West,90114,23-09-2024,5114,Notebook,Stationery,1,42731.08,133.87,22599.7
10115,Diya,Mumbai,South,90115,24-09-2024,5115,Desk,Furniture,2,38960.82,7002.31,30848.27
10116,Rohan,Bangalore,East,90116,14-11-2024,5116,Mobile,Electronics,5,17952.62,2482.97,9555.15
10117,Ananya,Chennai,West,90117,03-10-2024,5117,Printer,Electronics,6,39857.46,3205.33,14610.11
10118,Arjun,Bangalore,West,90118,28-02-2025,5118,Mobile,Electronics,9,43604.36,3441.48,33366.7
10119,Rohan,Hyderabad,West,90119,30-04-2024,5119,Office Chair,Furniture,10,6168.46,730.47,2323.55
10120,Meera,Bangalore,North,90120,15-04-2024,5120,Mobile,Electronics,10,31121.11,4.82,21555.84
10121,Vihaan,Bangalore,North,90121,31-03-2024,5121,Desk,Furniture,4,34349.3,226.43,21973.51
10122,Meera,Pune,East,90122,20-11-2024,5122,Mobile,Electronics,2,11011.25,1350.22,4724.08
10123,Diya,Hyderabad,North,90123,21-12-2024,5123,Office Chair,Furniture,1,5722.89,923.66,4343.94
10124,Meera,Delhi,North,90124,17-12-2024,5124,Notebook,Stationery,5,20846.9,2044.36,7810.45
10125,Meera,Bangalore,North,90125,18-06-2024,5125,Desk,Furniture,6,9945.71,892.67,8054.64
10126,Vihaan,Mumbai,North,90126,17-07-2024,5126,Desk,Furniture,1,16609.72,1840.85,12268.57
10127,Rohan,Delhi,West,90127,03-07-2024,5127,Printer,Electronics,10,22905.02,2090.85,18733.66
10128,Meera,Delhi,East,90128,30-01-2025,5128,Printer,Electronics,5,30887.64,2626.88,25397.89
10129,Kavya,Chennai,South,90129,02-06-2024,5129,Laptop,Electronics,5,47449.51,7064.74,23898.84
10130,Ananya,Pune,East,90130,22-02-2024,5130,Office Chair,Furniture,9,48454.47,3825.86,37802.32
10131,Meera,Chennai,North,90131,02-02-2025,5131,Office Chair,Furniture,10,5958.03,765.02,4341.73
10132,Arjun,Chennai,West,90132,21-08-2024,5132,Office Chair,Furniture,2,9680.73,161.15,5710.76
10133,Vihaan,Delhi,South,90133,30-09-2024,5133,Desk,Furniture,6,20513.68,175.62,10101.45
10134,Rohan,Mumbai,North,90134,05-10-2024,5134,Mobile,Electronics,3,10549.88,138.33,6364.22
10135,Aarav,Pune,South,90135,13-07-2024,5135,Office Chair,Furniture,8,4095.94,533.5,1590.43
10136,Aarav,Hyderabad,South,90136,11-04-2024,5136,Laptop,Electronics,9,17641.54,2891.8,6517.67
10137,Aarav,Hyderabad,South,90137,29-09-2024,5137,Office Chair,Furniture,1,3135.04,70.02,2914.43
10138,Rohan,Pune,South,90138,18-11-2024,5138,Mobile,Electronics,6,16351.37,2515.51,7452.65
10139,Kavya,Pune,East,90139,28-08-2024,5139,Mobile,Electronics,8,33999.9,4131.43,13514.92
10140,Ananya,Mumbai,East,90140,12-03-2024,5140,Printer,Electronics,2,43610.55,6253.82,13648.83
10141,Vihaan,Mumbai,East,90141,15-08-2024,5141,Notebook,Stationery,6,12137.56,1312,4725.12
10142,Rohan,Bangalore,West,90142,14-10-2024,5142,Desk,Furniture,9,17685.06,714.01,12770.35
10143,Meera,Mumbai,South,90143,24-06-2024,5143,Office Chair,Furniture,9,4770.69,67.05,3915.26
10144,Arjun,Chennai,North,90144,30-07-2024,5144,Mobile,Electronics,5,24682.97,2335.69,9621.09
10145,Kavya,Mumbai,West,90145,20-04-2024,5145,Desk,Furniture,1,8955.89,778.23,4944.95
10146,Meera,Delhi,East,90146,26-06-2024,5146,Desk,Furniture,5,29296.65,10.59,23654.13
10147,Meera,Hyderabad,West,90147,21-01-2025,5147,Laptop,Electronics,2,31994.61,5189.14,13610.82
10148,Ananya,Pune,West,90148,17-04-2024,5148,Mobile,Electronics,6,45529.36,6737.59,21775.91
10149,Kavya,Pune,North,90149,14-07-2024,5149,Laptop,Electronics,10,17090.7,2712.47,8809.33
10150,Diya,Hyderabad,North,90150,03-12-2024,5150,Office Chair,Furniture,3,24873.3,4306.68,17281.77
10151,Aarav,Chennai,North,90151,01-08-2024,5151,Office Chair,Furniture,6,9594.61,894.11,6259.36
10152,Ananya,Pune,North,90152,22-06-2024,5152,Printer,Electronics,10,18573.3,792.18,13982.92
10153,Kavya,Hyderabad,West,90153,23-09-2024,5153,Notebook,Stationery,10,1507.41,298.1,676.6
10154,Diya,Delhi,East,90154,13-05-2024,5154,Office Chair,Furniture,9,13310.88,2490.82,4405.84
10155,Rohan,Pune,West,90155,12-04-2024,5155,Desk,Furniture,10,41740.1,3005.01,22513.97
10156,Diya,Chennai,East,90156,06-08-2024,5156,Notebook,Stationery,9,25526.74,3877.66,16596.44
10157,Vihaan,Mumbai,West,90157,31-01-2024,5157,Notebook,Stationery,9,46783.69,7415.76,15524.81
10158,Meera,Bangalore,South,90158,23-02-2024,5158,Desk,Furniture,9,49034.35,7904.02,22255.61
10159,Kavya,Mumbai,North,90159,10-03-2024,5159,Printer,Electronics,10,37254.05,3925.64,31871.58
10160,Meera,Bangalore,East,90160,25-03-2024,5160,Desk,Furniture,5,14094.63,1330.61,6912.86
10161,Arjun,Pune,South,90161,13-05-2024,5161,Printer,Electronics,4,35749.64,4515.76,10532.42
10162,Ananya,Chennai,West,90162,29-05-2024,5162,Office Chair,Furniture,5,29360.46,1909.76,15144.43
10163,Arjun,Mumbai,South,90163,07-03-2024,5163,Office Chair,Furniture,1,44350.39,4698.45,36913.14
10164,Kavya,Hyderabad,South,90164,28-08-2024,5164,Mobile,Electronics,6,40866.23,4703,29093
10165,Meera,Delhi,West,90165,14-10-2024,5165,Laptop,Electronics,3,30970.4,1981.68,12572.57
10166,Meera,Delhi,East,90166,14-08-2024,5166,Laptop,Electronics,3,43326.83,8427.71,10891.95
10167,Diya,Pune,West,90167,08-04-2024,5167,Printer,Electronics,5,23255.25,2109.4,8172.17
10168,Kavya,Hyderabad,East,90168,13-08-2024,5168,Notebook,Stationery,1,29320.34,1019.75,12067.75
10169,Rohan,Bangalore,West,90169,05-09-2024,5169,Mobile,Electronics,9,46992.31,4876.46,34746.28
10170,Kavya,Hyderabad,North,90170,08-09-2024,5170,Office Chair,Furniture,4,7989.55,1364.71,5504.73
10171,Vihaan,Delhi,West,90171,14-10-2024,5171,Printer,Electronics,7,11488.92,1548.47,5160.48
10172,Vihaan,Mumbai,East,90172,22-10-2024,5172,Desk,Furniture,1,36167.85,1857.11,19306.59
10173,Arjun,Chennai,South,90173,23-06-2024,5173,Office Chair,Furniture,5,37635.96,6800.06,8535.68
10174,Aarav,Delhi,North,90174,24-02-2024,5174,Mobile,Electronics,7,43333.31,1980.44,27572.15
10175,Rohan,Bangalore,East,90175,05-01-2025,5175,Laptop,Electronics,9,1923.33,154.31,802.09
10176,Diya,Chennai,North,90176,30-08-2024,5176,Office Chair,Furniture,2,49790.56,9852.43,13559.16
10177,Ananya,Bangalore,South,90177,25-04-2024,5177,Notebook,Stationery,10,29059.33,2821.2,14831.65
10178,Meera,Hyderabad,North,90178,23-02-2024,5178,Notebook,Stationery,5,44513.77,5244.42,30211.26
10179,Vihaan,Bangalore,North,90179,20-06-2024,5179,Desk,Furniture,3,17448.31,647.51,11797.28
10180,Vihaan,Chennai,North,90180,05-02-2025,5180,Printer,Electronics,1,1007.99,43.42,561.59
10181,Aarav,Mumbai,West,90181,16-03-2024,5181,Laptop,Electronics,8,29611.37,435.8,18086.37
10182,Aarav,Pune,South,90182,08-04-2024,5182,Notebook,Stationery,1,23678.64,3289.81,14590.05
10183,Ananya,Delhi,West,90183,09-02-2025,5183,Printer,Electronics,4,45068.52,8766,12604.7
10184,Meera,Mumbai,South,90184,22-02-2024,5184,Printer,Electronics,5,33527.03,2436.09,18082.57
10185,Arjun,Hyderabad,West,90185,27-08-2024,5185,Laptop,Electronics,9,15564.79,2864.42,8662.78
10186,Meera,Bangalore,West,90186,29-02-2024,5186,Desk,Furniture,7,38892.21,835.93,32526.25
10187,Arjun,Pune,North,90187,18-07-2024,5187,Notebook,Stationery,4,34181.85,662.84,19769.1
10188,Arjun,Delhi,North,90188,01-10-2024,5188,Laptop,Electronics,9,13615.67,692.7,7083.95
10189,Kavya,Bangalore,East,90189,10-08-2024,5189,Mobile,Electronics,6,46203.65,8791.69,12507.16
10190,Meera,Delhi,South,90190,27-12-2024,5190,Mobile,Electronics,5,39658.81,5738.05,27779.32
10191,Kavya,Delhi,West,90191,07-03-2024,5191,Printer,Electronics,5,47271.43,4633.07,26834.77
10192,Arjun,Bangalore,North,90192,23-09-2024,5192,Notebook,Stationery,1,20757.02,2405.03,10578.68
10193,Kavya,Bangalore,West,90193,03-08-2024,5193,Printer,Electronics,10,10804.39,82.78,6768.46
10194,Arjun,Bangalore,South,90194,17-04-2024,5194,Notebook,Stationery,8,8558.37,454.24,6515.44
10195,Meera,Pune,South,90195,11-07-2024,5195,Office Chair,Furniture,9,35038.78,5884.54,20801.97
10196,Aarav,Chennai,East,90196,12-07-2024,5196,Office Chair,Furniture,8,36133.25,6940.69,8246.06
10197,Arjun,Chennai,South,90197,21-10-2024,5197,Printer,Electronics,2,22074.79,1226.12,9457.3
10198,Meera,Chennai,West,90198,18-03-2024,5198,Notebook,Stationery,2,11431.58,681.02,8350.43
10199,Meera,Hyderabad,West,90199,26-03-2024,5199,Mobile,Electronics,4,37904.11,6356.98,25041.55
10200,Ananya,Mumbai,West,90200,02-09-2024,5200,Notebook,Stationery,5,17697.68,518.6,10914.72
10201,Kavya,Bangalore,North,90201,14-03-2024,5201,Laptop,Electronics,10,29655.69,357.25,26904.86
10202,Aarav,Chennai,North,90202,11-05-2024,5202,Printer,Electronics,7,19258.85,231.28,17305.97
10203,Arjun,Bangalore,East,90203,14-11-2024,5203,Desk,Furniture,6,19230.47,828.01,11540.36
10204,Kavya,Pune,North,90204,30-10-2024,5204,Desk,Furniture,9,8390.09,1601.39,6351.26
10205,Meera,Hyderabad,South,90205,27-11-2024,5205,Laptop,Electronics,9,12728.74,644.76,9405.83
10206,Kavya,Bangalore,South,90206,30-01-2025,5206,Mobile,Electronics,9,41809.18,3300.89,33844.85
10207,Arjun,Hyderabad,North,90207,25-12-2024,5207,Laptop,Electronics,5,14126.83,1658.11,9668.96
10208,Rohan,Mumbai,West,90208,08-01-2025,5208,Laptop,Electronics,9,20045.93,1169.72,9951.66
10209,Aarav,Mumbai,West,90209,06-07-2024,5209,Printer,Electronics,5,24278.96,3668.86,6816.7
10210,Diya,Pune,West,90210,06-02-2024,5210,Printer,Electronics,9,43355.87,370.11,41191.01
10211,Aarav,Pune,North,90211,06-02-2024,5211,Laptop,Electronics,8,29562.02,3518.06,12762.33
10212,Aarav,Hyderabad,South,90212,30-03-2024,5212,Printer,Electronics,8,40527.4,5156.69,21936.63
10213,Rohan,Bangalore,North,90213,21-06-2024,5213,Mobile,Electronics,2,815.56,4.93,413.46
10214,Ananya,Chennai,South,90214,16-09-2024,5214,Desk,Furniture,5,20768.58,3490.01,9169.88
10215,Vihaan,Mumbai,East,90215,13-08-2024,5215,Desk,Furniture,1,10657.49,1182.75,3812.01
10216,Diya,Chennai,West,90216,24-04-2024,5216,Printer,Electronics,7,25427.61,3956.01,15963.94
10217,Rohan,Pune,South,90217,16-10-2024,5217,Mobile,Electronics,1,36527.73,6074.83,10133.69
10218,Aarav,Pune,North,90218,15-03-2024,5218,Laptop,Electronics,3,46799.03,1713.5,44967.86
10219,Rohan,Pune,West,90219,02-01-2025,5219,Desk,Furniture,8,42774.53,7724.38,32089.98
10220,Vihaan,Pune,South,90220,15-12-2024,5220,Desk,Furniture,9,13423.27,2361.11,7212.57
10221,Aarav,Delhi,East,90221,22-04-2024,5221,Mobile,Electronics,2,49310.76,2197.83,42767.48
10222,Vihaan,Mumbai,South,90222,28-04-2024,5222,Notebook,Stationery,5,23049.15,216.42,14184.89
10223,Aarav,Pune,South,90223,13-02-2024,5223,Notebook,Stationery,4,25364.72,1127.11,18362.66
10224,Arjun,Delhi,South,90224,21-05-2024,5224,Office Chair,Furniture,10,10758.88,1791.4,8006.38
10225,Aarav,Mumbai,East,90225,07-10-2024,5225,Printer,Electronics,7,25249.3,4200.9,9371.09
10226,Arjun,Hyderabad,North,90226,24-10-2024,5226,Desk,Furniture,4,9847.09,766.53,3678.43
10227,Ananya,Hyderabad,South,90227,20-04-2024,5227,Printer,Electronics,7,8144.17,1452.5,4240.88
10228,Arjun,Pune,South,90228,17-02-2024,5228,Notebook,Stationery,3,47646.68,2800.09,29942.19
10229,Vihaan,Bangalore,South,90229,02-09-2024,5229,Notebook,Stationery,6,37683.66,6071.12,15653.41
10230,Ananya,Pune,North,90230,29-10-2024,5230,Printer,Electronics,6,23482.44,2293.55,9058.06
10231,Ananya,Pune,North,90231,01-03-2024,5231,Laptop,Electronics,2,14758.08,1430.98,6922.91
10232,Vihaan,Chennai,North,90232,08-12-2024,5232,Desk,Furniture,8,22667.52,2740.91,10656.48
10233,Aarav,Bangalore,East,90233,26-11-2024,5233,Laptop,Electronics,5,32326.67,5784.81,16831.78
10234,Arjun,Delhi,West,90234,15-04-2024,5234,Desk,Furniture,10,37353.04,4143.99,23890.46
10235,Vihaan,Bangalore,West,90235,23-02-2024,5235,Notebook,Stationery,4,37038.68,2756.48,21454.24
10236,Ananya,Pune,East,90236,07-01-2025,5236,Laptop,Electronics,9,27734.15,3760.98,17030.6
10237,Vihaan,Mumbai,East,90237,18-09-2024,5237,Notebook,Stationery,8,6563.08,1231.28,3897.68
10238,Rohan,Hyderabad,South,90238,16-04-2024,5238,Printer,Electronics,5,1511.01,196.8,1213.93
10239,Meera,Delhi,West,90239,27-06-2024,5239,Laptop,Electronics,5,22059.3,2114.52,17055.3
10240,Ananya,Pune,West,90240,21-02-2024,5240,Desk,Furniture,9,39743.35,3308.87,27857.01
10241,Meera,Pune,South,90241,13-06-2024,5241,Desk,Furniture,6,36077.14,4794.49,21522.15
10242,Rohan,Hyderabad,West,90242,23-07-2024,5242,Office Chair,Furniture,10,27874.49,5559.82,17962.95
10243,Diya,Bangalore,South,90243,04-03-2024,5243,Mobile,Electronics,3,31385.08,3186.95,21884.63
10244,Rohan,Chennai,North,90244,19-05-2024,5244,Desk,Furniture,7,12116.65,1371.69,4823.55
10245,Aarav,Pune,North,90245,10-08-2024,5245,Printer,Electronics,1,13690.93,1635.01,6454.81
10246,Diya,Bangalore,South,90246,08-03-2024,5246,Desk,Furniture,1,43884.28,2571.98,32549.84
10247,Meera,Mumbai,North,90247,12-10-2024,5247,Laptop,Electronics,6,36546.47,1858.07,31122.14
10248,Rohan,Mumbai,South,90248,18-05-2024,5248,Office Chair,Furniture,7,21829.92,1379.02,19117.84
10249,Rohan,Pune,North,90249,11-12-2024,5249,Desk,Furniture,10,13154.41,1149.43,11161.22
10250,Diya,Mumbai,West,90250,06-12-2024,5250,Desk,Furniture,1,15226.22,2212.34,9917.17
10251,Diya,Pune,East,90251,12-07-2024,5251,Desk,Furniture,6,24403.7,3489.58,16041.4
10252,Rohan,Delhi,West,90252,10-08-2024,5252,Printer,Electronics,8,14756.83,1077.16,10801.94
10253,Vihaan,Chennai,South,90253,29-04-2024,5253,Notebook,Stationery,1,4915.89,158.69,3146.51
10254,Diya,Pune,East,90254,08-11-2024,5254,Printer,Electronics,10,8807.18,1580.23,4200.7
